Dockerfile,Component,Origin,License,Distributed by you?,Comments
Dockerfile-manager,libelf1:amd64:0.186-1ubuntu0.1,Ubuntu,LGPL-3.0,Y,indirect dependency automatically installed
Dockerfile-manager,psycopg2-binary==2.9.10,pypi,LGPL-3.0,Y,imported
Dockerfile-manager,libpng16-16:amd64:1.6.37-3build5,Ubuntu,libpng License,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libdrm-amdgpu1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
Dockerfile-camcalibration,libdrm-common:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
Dockerfile-camcalibration,libdrm-intel1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
Dockerfile-camcalibration,libdrm-nouveau2:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
Dockerfile-camcalibration,libdrm-radeon1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
Dockerfile-camcalibration,libdrm2:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
Dockerfile-camcalibration,libegl-mesa0:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,used by open3d
Dockerfile-camcalibration,libegl1:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libexpat1:amd64:2.4.7-1ubuntu0.6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libgbm1:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libgl1:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libgl1-mesa-dri:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libglapi-mesa:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libglvnd0:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libglx-mesa0:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libglx0:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libpsl5:amd64:0.21.0-1.2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libx11-6:amd64:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libx11-data:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libx11-xcb1:amd64:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxau6:amd64:1:1.0.9-1build5,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-dri2-0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-dri3-0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-glx0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-present0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-randr0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-shm0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-sync1:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb-xfixes0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxcb1:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxdmcp6:amd64:1:1.1.3-0ubuntu5,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxext6:amd64:2:1.3.4-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxfixes3:amd64:1:6.0.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxml2:amd64:2.9.13+dfsg-1ubuntu0.7,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxshmfence1:amd64:1.3-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-camcalibration,libxxf86vm1:amd64:1:1.1.4-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,fontconfig:2.15.0-1.1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,fontconfig-config:2.15.0-1.1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,gdal-data:3.8.4+dfsg-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,gdal-plugins:amd64:3.8.4+dfsg-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libbrotli1:amd64:1.1.0-2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libdeflate0:amd64:1.19-1build1.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libdrm-amdgpu1:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libdrm-common:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libdrm-intel1:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libdrm-radeon1:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libdrm2:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,linked
Dockerfile-controller,libegl-mesa0:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,used by open3d
Dockerfile-controller,libegl1:amd64:1.7.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libevdev2:amd64:1.13.1+dfsg-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libexpat1:amd64:2.6.1-2ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libfontconfig1:amd64:2.15.0-1.1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libfreexl1:amd64:2.0.0-1build2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libgbm1:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libgdal34t64:amd64:3.8.4+dfsg-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libgeotiff5:amd64:1.7.1-5build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libgif7:amd64:5.2.2-1ubuntu1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libgl1:amd64:1.7.0-1build1,Ubuntu,MIT,Y,used by opencv
Dockerfile-controller,libgl1-mesa-dri:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libglapi-mesa:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libglvnd0:amd64:1.7.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libglx-mesa0:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libglx0:amd64:1.7.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libgssapi-krb5-2:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libharfbuzz0b:amd64:8.3.0-2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libice6:amd64:2:1.0.10-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libjpeg8:amd64:8c-2ubuntu11,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libk5crypto3:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libkrb5-3:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libkrb5support0:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,liblerc4:amd64:4.0.0+ds-4ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libmd4c0:amd64:0.4.8-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libminizip1t64:amd64:1:1.3.dfsg-3.1ubuntu2.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libmtdev1t64:amd64:1.1.6-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libnetcdf19t64:amd64:1:4.9.2-5ubuntu4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libnghttp2-14:amd64:1.59.0-1ubuntu0.2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libnspr4:amd64:2:4.35-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libpciaccess0:amd64:0.17-3ubuntu0.24.04.2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libprotobuf32t64:amd64:3.21.12-8.2ubuntu0.2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libpsl5t64:amd64:0.21.2-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libsasl2-2:amd64:2.1.28+dfsg1-5ubuntu3.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libsasl2-modules-db:amd64:2.1.28+dfsg1-5ubuntu3.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libsm6:amd64:2:1.2.3-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libtiff6:amd64:4.5.1+git230720-4ubuntu2.2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,liburiparser1:amd64:0.9.7+dfsg-2build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libwayland-client0:amd64:1.22.0-2.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libwayland-server0:amd64:1.22.0-2.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libx11-6:amd64:2:1.8.7-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libx11-data:2:1.8.7-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libx11-xcb1:amd64:2:1.8.7-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxau6:amd64:1:1.0.9-1build6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-dri2-0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-dri3-0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-glx0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-icccm4:amd64:0.4.1-1.1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-image0:amd64:0.4.0-2build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-keysyms1:amd64:0.4.0-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-present0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-randr0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-render-util0:amd64:0.3.9-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-render0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-shape0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-shm0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-sync1:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-util1:amd64:0.4.0-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-xfixes0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-xinerama0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-xinput0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb-xkb1:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxcb1:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxdmcp6:amd64:1:1.1.3-0ubuntu6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxerces-c3.2t64:amd64:3.2.4+debian-1.2ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxext6:amd64:2:1.3.4-1build2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxfixes3:amd64:1:6.0.0-2build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxkbcommon-x11-0:amd64:1.6.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxkbcommon0:amd64:1.6.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxml2:amd64:2.9.14+dfsg-1.3ubuntu3.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxrender1:amd64:1:0.9.10-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxshmfence1:amd64:1.3-1build5,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,libxxf86vm1:amd64:1:1.1.4-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-controller,x11-common:1:7.7+23ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,curl:7.81.0-1ubuntu1.20,Ubuntu,MIT,Y,used
Dockerfile-manager,libbrotli1:amd64:1.0.9-2build6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libcjson1:amd64:1.7.15-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libdrm-amdgpu1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libdrm-common:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libdrm-intel1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libdrm-nouveau2:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libdrm-radeon1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libdrm2:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libegl-mesa0:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libegl1:amd64:1.4.0-1,Ubuntu,MIT,Y,used by open3d
Dockerfile-manager,libexpat1:amd64:2.4.7-1ubuntu0.6,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libgbm1:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libgl1:amd64:1.4.0-1,Ubuntu,MIT,Y,used by opencv
Dockerfile-manager,libgl1-mesa-dri:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libglapi-mesa:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libglvnd0:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libglx-mesa0:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libglx0:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libjansson4:amd64:2.13.1-1.1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,liblua5.3-0:amd64:5.3.6-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libnghttp2-14:amd64:1.43.0-1ubuntu0.2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libpciaccess0:amd64:0.16-3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libpsl5:amd64:0.21.0-1.2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libsqlite3-0:amd64:3.37.2-2ubuntu0.5,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libwayland-client0:amd64:1.20.0-1ubuntu0.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libwayland-server0:amd64:1.20.0-1ubuntu0.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libx11-6:amd64:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libx11-data:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libx11-xcb1:amd64:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxau6:amd64:1:1.0.9-1build5,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-dri2-0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-dri3-0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-glx0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-present0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-randr0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-shm0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-sync1:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb-xfixes0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxcb1:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxdmcp6:amd64:1:1.1.3-0ubuntu5,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxext6:amd64:2:1.3.4-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxfixes3:amd64:1:6.0.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxml2:amd64:2.9.13+dfsg-1ubuntu0.7,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxshmfence1:amd64:1.3-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxslt1.1:amd64:1.1.34-4ubuntu0.22.04.4,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,libxxf86vm1:amd64:1:1.1.4-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,python3-pkg-resources:59.6.0-1.2ubuntu0.22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,python3-setuptools:59.6.0-1.2ubuntu0.22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,python3-wheel:0.37.1-2ubuntu0.22.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
Dockerfile-manager,axios,https://cdn.jsdelivr.net/npm/axios,MIT,Y,imported
Dockerfile-manager,bootstrap,https://github.com/twbs/bootstrap,MIT,Y,imported
Dockerfile-manager,Doxygen Awesome,https://raw.githubusercontent.com/jothepro/doxygen-awesome-css,MIT,Y,imported
Dockerfile-manager,glfx,https://cdn.jsdelivr.net/npm/glfx@0.0.4/glfx.min.js,MIT,Y,imported
Dockerfile-manager,jquery,https://code.jquery.com/,MIT,Y,imported
Dockerfile-manager,JSZip,https://cdnjs.cloudflare.com/ajax/libs/jszip/3.10.1,MIT,Y,imported
Dockerfile-manager,mqttjs,https://cdnjs.cloudflare.com/ajax/libs/mqtt/4.3.5/mqtt.min.js,MIT,Y,imported
Dockerfile-manager,tether,https://cdnjs.cloudflare.com/ajax/libs/tether/1.4.7/js,MIT,Y,imported
